SOR,ID,KATEGÓRIA,MODUL,VÁLTOZAT,HELY,MEZŐ,PLATFORM,JELENLEGI SZÖVEG,JAVÍTOTT SZÖVEG,MEGJEGYZÉS,FÁJL
360,12.FIELD.cluttered.cim,1 FELADAT,12 FIELD,-,cluttered,blokk címe,mind,ZSÚFOLT MEZŐ,,,packages/client/src/modules/
361,12.FIELD.cluttered.instruction,1 FELADAT,12 FIELD,-,cluttered,instrukció,mind,"Ugyanaz a feladat, de most sok hasonló gyűrű látszik körben, és a felvillanás ezek között történik. A középső alakzat továbbra is az első válasz.",,,packages/client/src/modules/
362,12.FIELD.cluttered.hint.vr,1 FELADAT,12 FIELD,-,cluttered,IRÁNYÍTÁS sor,VR,KOCKA → RAVASZ · GÖMB → MARKOLATGOMB (grip) · majd a tárcsán az irány,,,packages/client/src/modules/
363,12.FIELD.cluttered.hint.desktop,1 FELADAT,12 FIELD,-,cluttered,IRÁNYÍTÁS sor,asztali,KOCKA → SZÓKÖZ vagy bal kattintás · GÖMB → jobb kattintás · majd a tárcsán az irány,,,packages/client/src/modules/
364,12.FIELD.cluttered.hint.mobile,1 FELADAT,12 FIELD,-,cluttered,IRÁNYÍTÁS sor,mobil,KOCKA / GÖMB gomb · majd a körben az irány,,,packages/client/src/modules/
365,12.FIELD.depthfield.cim,1 FELADAT,12 FIELD,-,depthfield,blokk címe,mind,MÉLYSÉGI MEZŐ,,,packages/client/src/modules/
366,12.FIELD.depthfield.instruction,1 FELADAT,12 FIELD,-,depthfield,instrukció,mind,"Most a felvillanás hol ugyanolyan távol van, mint a gyűrű, hol jóval TÁVOLABB — ugyanakkorának látszik, csak messzebb van. A feladat és a válaszok ugyanazok.",,,packages/client/src/modules/
367,12.FIELD.depthfield.hint.vr,1 FELADAT,12 FIELD,-,depthfield,IRÁNYÍTÁS sor,VR,KOCKA → RAVASZ · GÖMB → MARKOLATGOMB (grip) · majd a tárcsán az irány,,,packages/client/src/modules/
368,12.FIELD.depthfield.hint.desktop,1 FELADAT,12 FIELD,-,depthfield,IRÁNYÍTÁS sor,asztali,KOCKA → SZÓKÖZ vagy bal kattintás · GÖMB → jobb kattintás · majd a tárcsán az irány,,,packages/client/src/modules/
369,12.FIELD.depthfield.hint.mobile,1 FELADAT,12 FIELD,-,depthfield,IRÁNYÍTÁS sor,mobil,KOCKA / GÖMB gomb · majd a körben az irány,,,packages/client/src/modules/
370,12.FIELD.dva.cim,1 FELADAT,12 FIELD,-,dva,blokk címe,mind,MOZGÓ CÉL,,,packages/client/src/modules/
371,12.FIELD.dva.instruction.vr,1 FELADAT,12 FIELD,-,dva,instrukció,VR,"Egy gyűrű repül feléd, és van rajta egy RÉS. Mondd meg, merre néz a rés: fent → ravasz, jobbra → jobb ravasz, lent → markolatgomb, balra → bal ravasz. Minél gyorsabban jön, annál nehezebb — addig gyorsítom, amíg meg nem találom a határodat.",,,packages/client/src/modules/
372,12.FIELD.dva.instruction.desktop,1 FELADAT,12 FIELD,-,dva,instrukció,asztali,"Egy gyűrű repül feléd, és van rajta egy RÉS. Mondd meg, merre néz a rés: fent → SZÓKÖZ, jobbra → J (vagy →), lent → jobb kattintás, balra → F (vagy ←). Minél gyorsabban jön, annál nehezebb — addig gyorsítom, amíg meg nem találom a határodat.",,,packages/client/src/modules/
373,12.FIELD.dva.instruction.mobile,1 FELADAT,12 FIELD,-,dva,instrukció,mobil,"Egy gyűrű repül feléd, és van rajta egy RÉS. Mondd meg, merre néz a rés: a képernyőn megjelenő körben koppints a FENT, JOBB, LENT vagy BAL gombra. Minél gyorsabban jön, annál nehezebb — addig gyorsítom, amíg meg nem találom a határodat.",,,packages/client/src/modules/
374,12.FIELD.dva.hint.vr,1 FELADAT,12 FIELD,-,dva,IRÁNYÍTÁS sor,VR,FENT → RAVASZ · JOBB → JOBB ravasz · LENT → MARKOLATGOMB · BAL → BAL ravasz,,,packages/client/src/modules/
375,12.FIELD.dva.hint.desktop,1 FELADAT,12 FIELD,-,dva,IRÁNYÍTÁS sor,asztali,FENT → SZÓKÖZ · JOBB → J vagy → · LENT → jobb kattintás · BAL → F vagy ←,,,packages/client/src/modules/
376,12.FIELD.dva.hint.mobile,1 FELADAT,12 FIELD,-,dva,IRÁNYÍTÁS sor,mobil,A körben: FENT · JOBB · LENT · BAL,,,packages/client/src/modules/
377,13.STEADY.stance.cim,1 FELADAT,13 STEADY,-,stance,blokk címe,mind,NYITOTT SZEM,,,packages/client/src/modules/
378,13.STEADY.stance.instruction,1 FELADAT,13 STEADY,-,stance,instrukció,mind,"Csak állj, harminc másodpercig. Lábak vállszélességben, karok lazán a test mellett, és nézz előre a gyűrűre. Semmit nem kell megnyomnod: a headset azt méri, hogyan mozdul a fejed, miközben mozdulatlanul próbálsz állni.",,,packages/client/src/modules/
379,13.STEADY.stance.hint,1 FELADAT,13 STEADY,-,stance,IRÁNYÍTÁS sor,mind,RAVASZ: indítás · MENÜ: megszakítás,,,packages/client/src/modules/
380,13.STEADY.dark.cim,1 FELADAT,13 STEADY,-,dark,blokk címe,mind,ELSÖTÉTÍTVE,,,packages/client/src/modules/
381,13.STEADY.dark.instruction,1 FELADAT,13 STEADY,-,dark,instrukció,mind,"Most elsötétül a kijelző. Állj tovább ugyanígy, ne mozdulj. Ha bizonytalannak érzed magad, nyisd ki a szemed vagy fogódzz meg — a bal kontroller MENÜ gombjával bármikor kiléphetsz.",,,packages/client/src/modules/
382,13.STEADY.dark.hint,1 FELADAT,13 STEADY,-,dark,IRÁNYÍTÁS sor,mind,RAVASZ: indítás · MENÜ: megszakítás,,,packages/client/src/modules/
383,13.STEADY.sway.cim,1 FELADAT,13 STEADY,-,sway,blokk címe,mind,MOZGÓ TÉR,,,packages/client/src/modules/
384,13.STEADY.sway.instruction,1 FELADAT,13 STEADY,-,sway,instrukció,mind,"Körülötted egy pontokból álló tér lesz. Csak állj, és nézz előre. A tér időnként mozogni kezd körülötted — ne kövesd, ne dőlj vele: maradj ott, ahol vagy.",,,packages/client/src/modules/
385,13.STEADY.sway.hint,1 FELADAT,13 STEADY,-,sway,IRÁNYÍTÁS sor,mind,RAVASZ: indítás · MENÜ: megszakítás,,,packages/client/src/modules/
386,13.STEADY.oneleg.cim,1 FELADAT,13 STEADY,-,oneleg,blokk címe,mind,EGY LÁBON,,,packages/client/src/modules/
387,13.STEADY.oneleg.instruction,1 FELADAT,13 STEADY,-,oneleg,instrukció,mind,"Ehhez a részhez legalább másfél méter szabad hely kell körülötted, és jó, ha van valaki a közelben. Ha ez nincs meg, nyugodtan hagyd ki — a többi eredmény enélkül is érvényes. Ha vállalod: állj egy lábon, előbb az egyiken, aztán a másikon.",,,packages/client/src/modules/
388,13.STEADY.oneleg.hint,1 FELADAT,13 STEADY,-,oneleg,IRÁNYÍTÁS sor,mind,RAVASZ: indítás · MENÜ: megszakítás,,,packages/client/src/modules/
389,13.STEADY.hand.cim,1 FELADAT,13 STEADY,-,hand,blokk címe,mind,CÉLON TARTÁS,,,packages/client/src/modules/
390,13.STEADY.hand.instruction,1 FELADAT,13 STEADY,-,hand,instrukció,mind,"Nyújtsd ki a karod, és a kontrollerrel tartsd a gömböt a gyűrű közepén harminc másodpercig. A karodat ne támaszd meg semmihez. Előbb az egyik, aztán a másik kézzel.",,,packages/client/src/modules/
391,13.STEADY.hand.hint,1 FELADAT,13 STEADY,-,hand,IRÁNYÍTÁS sor,mind,RAVASZ: indítás · MENÜ: megszakítás,,,packages/client/src/modules/
392,14.RHYTHM.tone.cim,1 FELADAT,14 RHYTHM,-,tone,blokk címe,mind,HANGRA,,,packages/client/src/modules/
393,14.RHYTHM.tone.instruction.vr,1 FELADAT,14 RHYTHM,-,tone,instrukció,VR,"Egyenletes ütemet fogsz hallani. Húzd meg a ravaszt MINDEN ütemre, pontosan akkor, amikor megszólal. Egy idő után a hang elhallgat — te viszont ugyanabban a tempóban húzd tovább, amíg meg nem állítalak.",,,packages/client/src/modules/
394,14.RHYTHM.tone.instruction.desktop,1 FELADAT,14 RHYTHM,-,tone,instrukció,asztali,"Egyenletes ütemet fogsz hallani. Nyomd meg a SZÓKÖZT MINDEN ütemre, pontosan akkor, amikor megszólal. Egy idő után a hang elhallgat — te viszont ugyanabban a tempóban nyomd tovább, amíg meg nem állítalak.",,,packages/client/src/modules/
395,14.RHYTHM.tone.instruction.mobile,1 FELADAT,14 RHYTHM,-,tone,instrukció,mobil,"Egyenletes ütemet fogsz hallani. Koppints a képernyőre MINDEN ütemre, pontosan akkor, amikor megszólal. Egy idő után a hang elhallgat — te viszont ugyanabban a tempóban koppints tovább, amíg meg nem állítalak.",,,packages/client/src/modules/
396,14.RHYTHM.tone.hint.vr,1 FELADAT,14 RHYTHM,-,tone,IRÁNYÍTÁS sor,VR,"RAVASZ minden ütemre · két kéznél: BAL ravasz → közelebbi, JOBB ravasz → távolabbi",,,packages/client/src/modules/
397,14.RHYTHM.tone.hint.desktop,1 FELADAT,14 RHYTHM,-,tone,IRÁNYÍTÁS sor,asztali,"SZÓKÖZ minden ütemre · két kéznél: F → bal gömb, J → jobb gömb",,,packages/client/src/modules/
398,14.RHYTHM.tone.hint.mobile,1 FELADAT,14 RHYTHM,-,tone,IRÁNYÍTÁS sor,mobil,"Koppints minden ütemre · két kéznél: bal képernyőfél → bal gömb, jobb fél → jobb gömb",,,packages/client/src/modules/
399,14.RHYTHM.visual.cim,1 FELADAT,14 RHYTHM,-,visual,blokk címe,mind,LÁTVÁNYRA,,,packages/client/src/modules/
400,14.RHYTHM.visual.instruction.vr,1 FELADAT,14 RHYTHM,-,visual,instrukció,VR,"Most nincs hang: az ütemet LÁTNI fogod. Egy gömb érkezik a gyűrűhöz — húzd meg a ravaszt akkor, amikor a gömb pontosan a gyűrűben van. Hol csak felvillan, hol áthalad, hol feléd jön, hol oldalt.",,,packages/client/src/modules/
401,14.RHYTHM.visual.instruction.desktop,1 FELADAT,14 RHYTHM,-,visual,instrukció,asztali,"Most nincs hang: az ütemet LÁTNI fogod. Egy gömb érkezik a gyűrűhöz — nyomd meg a SZÓKÖZT akkor, amikor a gömb pontosan a gyűrűben van. Hol csak felvillan, hol áthalad.",,,packages/client/src/modules/
402,14.RHYTHM.visual.instruction.mobile,1 FELADAT,14 RHYTHM,-,visual,instrukció,mobil,"Most nincs hang: az ütemet LÁTNI fogod. Egy gömb érkezik a gyűrűhöz — koppints akkor, amikor a gömb pontosan a gyűrűben van. Hol csak felvillan, hol áthalad.",,,packages/client/src/modules/
403,14.RHYTHM.visual.hint.vr,1 FELADAT,14 RHYTHM,-,visual,IRÁNYÍTÁS sor,VR,"RAVASZ minden ütemre · két kéznél: BAL ravasz → közelebbi, JOBB ravasz → távolabbi",,,packages/client/src/modules/
404,14.RHYTHM.visual.hint.desktop,1 FELADAT,14 RHYTHM,-,visual,IRÁNYÍTÁS sor,asztali,"SZÓKÖZ minden ütemre · két kéznél: F → bal gömb, J → jobb gömb",,,packages/client/src/modules/
405,14.RHYTHM.visual.hint.mobile,1 FELADAT,14 RHYTHM,-,visual,IRÁNYÍTÁS sor,mobil,"Koppints minden ütemre · két kéznél: bal képernyőfél → bal gömb, jobb fél → jobb gömb",,,packages/client/src/modules/
406,14.RHYTHM.tempo.cim,1 FELADAT,14 RHYTHM,-,tempo,blokk címe,mind,TEMPÓVÁLTÁS,,,packages/client/src/modules/
407,14.RHYTHM.tempo.instruction,1 FELADAT,14 RHYTHM,-,tempo,instrukció,mind,"Ugyanaz, hanggal — de a tempó menet közben, bejelentés nélkül megváltozik. Amint észreveszed, igazodj az új tempóhoz.",,,packages/client/src/modules/
408,14.RHYTHM.tempo.hint.vr,1 FELADAT,14 RHYTHM,-,tempo,IRÁNYÍTÁS sor,VR,"RAVASZ minden ütemre · két kéznél: BAL ravasz → közelebbi, JOBB ravasz → távolabbi",,,packages/client/src/modules/
409,14.RHYTHM.tempo.hint.desktop,1 FELADAT,14 RHYTHM,-,tempo,IRÁNYÍTÁS sor,asztali,"SZÓKÖZ minden ütemre · két kéznél: F → bal gömb, J → jobb gömb",,,packages/client/src/modules/
410,14.RHYTHM.tempo.hint.mobile,1 FELADAT,14 RHYTHM,-,tempo,IRÁNYÍTÁS sor,mobil,"Koppints minden ütemre · két kéznél: bal képernyőfél → bal gömb, jobb fél → jobb gömb",,,packages/client/src/modules/
411,14.RHYTHM.poly.cim,1 FELADAT,14 RHYTHM,-,poly,blokk címe,mind,KÉT KÉZ,,,packages/client/src/modules/
412,14.RHYTHM.poly.instruction.vr,1 FELADAT,14 RHYTHM,-,poly,instrukció,VR,"Két gömb kering, különböző sebességgel. A BAL kezed a KÖZELEBBI gömbhöz tartozik, a JOBB a TÁVOLABBIHOZ. Húzd meg a megfelelő ravaszt, amikor a gömb a saját gyűrűjébe ér — mindkét kézzel, ki-ki a sajátjára. Ez nehéz; nem baj, ha nem tökéletes.",,,packages/client/src/modules/
413,14.RHYTHM.poly.instruction.desktop,1 FELADAT,14 RHYTHM,-,poly,instrukció,asztali,"Két gömb kering, különböző sebességgel. A BAL gömbhöz az F billentyű tartozik, a JOBBHOZ a J. Nyomd meg a megfelelőt, amikor a gömb a saját gyűrűjébe ér — mindkét kézzel, ki-ki a sajátjára. Ez nehéz; nem baj, ha nem tökéletes.",,,packages/client/src/modules/
414,14.RHYTHM.poly.instruction.mobile,1 FELADAT,14 RHYTHM,-,poly,instrukció,mobil,"Két gömb kering, különböző sebességgel. A BAL gömbhöz a képernyő bal fele tartozik, a JOBBHOZ a jobb fele. Koppints a megfelelő oldalon, amikor a gömb a saját gyűrűjébe ér — mindkét hüvelykkel, ki-ki a sajátjára. Ez nehéz; nem baj, ha nem tökéletes.",,,packages/client/src/modules/
415,14.RHYTHM.poly.hint.vr,1 FELADAT,14 RHYTHM,-,poly,IRÁNYÍTÁS sor,VR,"RAVASZ minden ütemre · két kéznél: BAL ravasz → közelebbi, JOBB ravasz → távolabbi",,,packages/client/src/modules/
416,14.RHYTHM.poly.hint.desktop,1 FELADAT,14 RHYTHM,-,poly,IRÁNYÍTÁS sor,asztali,"SZÓKÖZ minden ütemre · két kéznél: F → bal gömb, J → jobb gömb",,,packages/client/src/modules/
417,14.RHYTHM.poly.hint.mobile,1 FELADAT,14 RHYTHM,-,poly,IRÁNYÍTÁS sor,mobil,"Koppints minden ütemre · két kéznél: bal képernyőfél → bal gömb, jobb fél → jobb gömb",,,packages/client/src/modules/
418,15.ADAPT.baseline.cim,1 FELADAT,15 ADAPT,-,baseline,blokk címe,mind,ALAPVONAL,,,packages/client/src/modules/
419,15.ADAPT.baseline.instruction.vr,1 FELADAT,15 ADAPT,-,baseline,instrukció,VR,"A kezed helyén egy pontot fogsz látni — A KEZEDET MAGÁT NEM LÁTOD. Nyúlj a kontrollerrel a célgömbhöz egy gyors, egyenes mozdulattal, hogy a pont odaérjen. Ne javítgasd útközben: célozz, és mozdulj. Minden próba után térj vissza a kiindulópontra.",,,packages/client/src/modules/
420,15.ADAPT.baseline.instruction.desktop,1 FELADAT,15 ADAPT,-,baseline,instrukció,asztali,"Az egérkurzor helyén egy pontot fogsz látni. Vidd a pontot a középső kiindulópontból a célgömbhöz egy gyors, egyenes egérmozdulattal. Ne javítgasd útközben: célozz, és mozdulj. Minden próba után térj vissza a kiindulópontra.",,,packages/client/src/modules/
421,15.ADAPT.baseline.instruction.mobile,1 FELADAT,15 ADAPT,-,baseline,instrukció,mobil,"Az ujjad alatt egy pontot fogsz látni. Húzd az ujjad a középső kiindulópontból a célgömbhöz egy gyors, egyenes, határozott mozdulattal. Ne javítgasd útközben: célozz, és mozdulj. Minden próba után térj vissza a kiindulópontra.",,,packages/client/src/modules/
422,15.ADAPT.baseline.hint.vr,1 FELADAT,15 ADAPT,-,baseline,IRÁNYÍTÁS sor,VR,"Nyúlj a célgömbhöz a kontrollerrel — a kezedet nem látod, csak a pontot.",,,packages/client/src/modules/
423,15.ADAPT.baseline.hint.desktop,1 FELADAT,15 ADAPT,-,baseline,IRÁNYÍTÁS sor,asztali,"Vidd az egeret a kiindulópontból a célgömbhöz — a pont nem pontosan ott lesz, ahol az egér.",,,packages/client/src/modules/
424,15.ADAPT.baseline.hint.mobile,1 FELADAT,15 ADAPT,-,baseline,IRÁNYÍTÁS sor,mobil,Húzd az ujjad a kiindulópontból a célgömbhöz — egy határozott mozdulattal.,,,packages/client/src/modules/
425,15.ADAPT.adaptation.cim,1 FELADAT,15 ADAPT,-,adaptation,blokk címe,mind,FOLYTASD,,,packages/client/src/modules/
426,15.ADAPT.adaptation.instruction,1 FELADAT,15 ADAPT,-,adaptation,instrukció,mind,Folytasd ugyanígy. Ugyanaz a feladat.,,,packages/client/src/modules/
427,15.ADAPT.adaptation.hint.vr,1 FELADAT,15 ADAPT,-,adaptation,IRÁNYÍTÁS sor,VR,"Nyúlj a célgömbhöz a kontrollerrel — a kezedet nem látod, csak a pontot.",,,packages/client/src/modules/
428,15.ADAPT.adaptation.hint.desktop,1 FELADAT,15 ADAPT,-,adaptation,IRÁNYÍTÁS sor,asztali,"Vidd az egeret a kiindulópontból a célgömbhöz — a pont nem pontosan ott lesz, ahol az egér.",,,packages/client/src/modules/
429,15.ADAPT.adaptation.hint.mobile,1 FELADAT,15 ADAPT,-,adaptation,IRÁNYÍTÁS sor,mobil,Húzd az ujjad a kiindulópontból a célgömbhöz — egy határozott mozdulattal.,,,packages/client/src/modules/
430,15.ADAPT.probe.cim,1 FELADAT,15 ADAPT,-,probe,blokk címe,mind,PRÓBAPONTOK,,,packages/client/src/modules/
431,15.ADAPT.probe.instruction,1 FELADAT,15 ADAPT,-,probe,instrukció,mind,"A következő néhány próbában nem fogod látni, hova ért a pont. Csak célozz ugyanúgy, ahogy eddig.",,,packages/client/src/modules/
432,15.ADAPT.probe.hint.vr,1 FELADAT,15 ADAPT,-,probe,IRÁNYÍTÁS sor,VR,"Nyúlj a célgömbhöz a kontrollerrel — a kezedet nem látod, csak a pontot.",,,packages/client/src/modules/
433,15.ADAPT.probe.hint.desktop,1 FELADAT,15 ADAPT,-,probe,IRÁNYÍTÁS sor,asztali,"Vidd az egeret a kiindulópontból a célgömbhöz — a pont nem pontosan ott lesz, ahol az egér.",,,packages/client/src/modules/
434,15.ADAPT.probe.hint.mobile,1 FELADAT,15 ADAPT,-,probe,IRÁNYÍTÁS sor,mobil,Húzd az ujjad a kiindulópontból a célgömbhöz — egy határozott mozdulattal.,,,packages/client/src/modules/
435,15.ADAPT.washout.cim,1 FELADAT,15 ADAPT,-,washout,blokk címe,mind,TOVÁBB,,,packages/client/src/modules/
436,15.ADAPT.washout.instruction,1 FELADAT,15 ADAPT,-,washout,instrukció,mind,Folytasd ugyanígy.,,,packages/client/src/modules/
437,15.ADAPT.washout.hint.vr,1 FELADAT,15 ADAPT,-,washout,IRÁNYÍTÁS sor,VR,"Nyúlj a célgömbhöz a kontrollerrel — a kezedet nem látod, csak a pontot.",,,packages/client/src/modules/
438,15.ADAPT.washout.hint.desktop,1 FELADAT,15 ADAPT,-,washout,IRÁNYÍTÁS sor,asztali,"Vidd az egeret a kiindulópontból a célgömbhöz — a pont nem pontosan ott lesz, ahol az egér.",,,packages/client/src/modules/
439,15.ADAPT.washout.hint.mobile,1 FELADAT,15 ADAPT,-,washout,IRÁNYÍTÁS sor,mobil,Húzd az ujjad a kiindulópontból a célgömbhöz — egy határozott mozdulattal.,,,packages/client/src/modules/
440,15.ADAPT.relearn.cim,1 FELADAT,15 ADAPT,-,relearn,blokk címe,mind,MÉG EGYSZER,,,packages/client/src/modules/
441,15.ADAPT.relearn.instruction,1 FELADAT,15 ADAPT,-,relearn,instrukció,mind,Még egy sorozat. Ugyanaz a feladat.,,,packages/client/src/modules/
442,15.ADAPT.relearn.hint.vr,1 FELADAT,15 ADAPT,-,relearn,IRÁNYÍTÁS sor,VR,"Nyúlj a célgömbhöz a kontrollerrel — a kezedet nem látod, csak a pontot.",,,packages/client/src/modules/
443,15.ADAPT.relearn.hint.desktop,1 FELADAT,15 ADAPT,-,relearn,IRÁNYÍTÁS sor,asztali,"Vidd az egeret a kiindulópontból a célgömbhöz — a pont nem pontosan ott lesz, ahol az egér.",,,packages/client/src/modules/
444,15.ADAPT.relearn.hint.mobile,1 FELADAT,15 ADAPT,-,relearn,IRÁNYÍTÁS sor,mobil,Húzd az ujjad a kiindulópontból a célgömbhöz — egy határozott mozdulattal.,,,packages/client/src/modules/
445,16.HANDS.pegs.cim,1 FELADAT,16 HANDS,-,pegs,blokk címe,mind,PÁLCIKÁK,,,packages/client/src/modules/
446,16.HANDS.pegs.instruction,1 FELADAT,16 HANDS,-,pegs,instrukció,mind,"Előtted egy döntött tábla: két oldalán tálcák pálcikákkal, középen furatok. Vedd fel a pálcikát a tálcáról — nyúlj oda a kontrollerrel, és tartsd lenyomva a ravaszt —, vidd a kivilágított furat fölé, és ott engedd el a ravaszt. Előbb az egyik kezeddel, aztán a másikkal, végül mindkettővel egyszerre. Ne siess jobban, mint amennyire pontos tudsz maradni.",,,packages/client/src/modules/
447,16.HANDS.pegs.hint,1 FELADAT,16 HANDS,-,pegs,IRÁNYÍTÁS sor,mind,RAVASZ lenyomva: fogás · engedd el a furat (vagy a tengely) fölött,,,packages/client/src/modules/
448,16.HANDS.grooved.cim,1 FELADAT,16 HANDS,-,grooved,blokk címe,mind,KULCSOS PÁLCIKÁK,,,packages/client/src/modules/
449,16.HANDS.grooved.instruction,1 FELADAT,16 HANDS,-,grooved,instrukció,mind,"Ugyanez, de a pálcika oldalán bordázat van, a furatban pedig horony. Forgasd el a csuklóddal úgy, hogy a bordázat a horonyba illeszkedjen — másképp nem fér be.",,,packages/client/src/modules/
